record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method,embedding_index,parallel_group,alignment_score,aligned_to_record_id,alignment_method,semantic_cluster,cluster_probability,cluster_method
fr_ch19_dlg0001,fr,19,CHAPITRE XIX,"Quelle drôle de planète ! pensa-t-il alors. Elle est toute sèche, et toute pointue et toute salée. Et les hommes manquent d'imagination. Ils répètent ce qu'on leur dit... Chez moi j'avais une fleur : elle parlait toujours la première...",236,39,D001233,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,1233,align_297_1233,0.8836,en_ch19_dlg0006,cosine_multilingual_embeddings_v1,7,0.3053,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0002,fr,19,CHAPITRE XIX,"Bonjour, dit-il à tout hasard.",30,5,D001234,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1234,align_760_1234,0.7039,es_ch19_dlg0003,cosine_multilingual_embeddings_v1,1,0.415,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0003,fr,19,CHAPITRE XIX,Bonjour... Bonjour... Bonjour... répondit l'écho.,49,5,D001235,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1235,align_298_1235,0.9082,en_ch19_dlg0007,cosine_multilingual_embeddings_v1,1,0.4076,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0004,fr,19,CHAPITRE XIX,Qui êtes-vous ? dit le petit prince.,36,7,D001236,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1236,align_299_1236,0.9809,en_ch19_dlg0008,cosine_multilingual_embeddings_v1,2,0.4956,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0005,fr,19,CHAPITRE XIX,Qui êtes-vous... qui êtes-vous... qui êtes-vous... répondit l'écho.,67,8,D001237,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1237,align_762_1237,0.9357,es_ch19_dlg0005,cosine_multilingual_embeddings_v1,1,0.3551,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0006,fr,19,CHAPITRE XIX,"Soyez mes amis, je suis seul, dit-il.",37,7,D001238,little_prince,little_prince,0.55,previous_speaker_window,love,0.5,-1.0,0.55,multilingual_lexicon_character_context_v2,1238,align_295_1238,0.8682,en_ch19_dlg0004,cosine_multilingual_embeddings_v1,3,0.1853,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0007,fr,19,CHAPITRE XIX,Je suis seul... je suis seul... je suis seul... répondit l'écho.,64,11,D001239,little_prince,little_prince,0.55,previous_speaker_window,sadness,1.0,-1.0,0.75,multilingual_lexicon_character_context_v2,1239,align_296_1239,0.8812,en_ch19_dlg0005,cosine_multilingual_embeddings_v1,3,0.2607,kmeans_multilingual_embeddings_v1
fr_ch20_dlg0000,fr,20,CHAPITRE XX,"Elle serait bien vexée, se dit-il, si elle voyait ça... elle tousserait énormément et ferait semblant de mourir pour échapper au ridicule. Et je serais bien obligé de faire semblant de la soigner, car, sinon, pour m'humilier moi aussi, elle se laisserait vraiment mourir...",273,44,D001240,rose,rose,0.6,chapter_dominance,sadness,0.5,-1.0,0.65,multilingual_lexicon_character_context_v2,1240,align_303_1240,0.8679,en_ch20_dlg0005,cosine_multilingual_embeddings_v1,10,0.1673,kmeans_multilingual_embeddings_v1
fr_ch20_dlg0001,fr,20,CHAPITRE XX,"Je me croyais riche d'une fleur unique, et je ne possède qu'une rose ordinaire. Ça et mes trois volcans qui m'arrivent au genou, et dont l'un, peut-être, est éteint pour toujours, ça ne fait pas de moi un bien grand prince...",225,41,D001241,rose,rose,0.75,keyword_rules,love,0.75,1.0,0.9,multilingual_lexicon_character_context_v2,1241,align_765_1241,0.9748,es_ch20_dlg0000,cosine_multilingual_embeddings_v1,7,0.4277,kmeans_multilingual_embeddings_v1
fr_ch20_dlg0003,fr,20,CHAPITRE XX,"Bonjour, dirent les roses.",26,4,D001242,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1242,align_767_1242,0.9415,es_ch20_dlg0002,cosine_multilingual_embeddings_v1,7,0.3782,kmeans_multilingual_embeddings_v1
fr_ch20_dlg0004,fr,20,CHAPITRE XX,"Qui êtes-vous ? leur demanda-t-il, stupéfait.",45,6,D001243,rose,rose,0.55,previous_speaker_window,curiosity,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1243,align_768_1243,0.9209,es_ch20_dlg0003,cosine_multilingual_embeddings_v1,1,0.3041,kmeans_multilingual_embeddings_v1
fr_ch20_dlg0005,fr,20,CHAPITRE XX,"Nous sommes des roses, dirent les roses.",40,7,D001244,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1244,align_769_1244,0.951,es_ch20_dlg0004,cosine_multilingual_embeddings_v1,7,0.3686,kmeans_multilingual_embeddings_v1
fr_ch20_dlg0006,fr,20,CHAPITRE XX,Ah ! fit le petit prince...,27,6,D001245,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1245,align_765_1245,0.4947,es_ch20_dlg0000,cosine_multilingual_embeddings_v1,2,0.5711,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0003,fr,21,CHAPITRE XXI,créer des liens...,18,3,D001246,unknown,unknown,0.0,no_match,love,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1246,align_317_1246,0.61,en_ch21_dlg0020,cosine_multilingual_embeddings_v1,3,0.2012,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0004,fr,21,CHAPITRE XXI,"Bonjour, dit le renard.",23,4,D001247,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1247,align_771_1247,0.8292,es_ch21_dlg0002,cosine_multilingual_embeddings_v1,1,0.3681,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0005,fr,21,CHAPITRE XXI,"Bonjour, répondit poliment le petit prince, qui se retourna mais ne vit rien.",77,13,D001248,little_prince,little_prince,0.65,keyword_rules,love,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1248,align_352_1248,0.7516,en_ch21_dlg0064,cosine_multilingual_embeddings_v1,2,0.4383,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0006,fr,21,CHAPITRE XXI,"Je suis là, dit la voix, sous le pommier.",41,9,D001249,little_prince,little_prince,0.7,sandwich_propagation,love,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,1249,align_773_1249,0.8963,es_ch21_dlg0004,cosine_multilingual_embeddings_v1,3,0.2894,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0007,fr,21,CHAPITRE XXI,Qui es-tu ? dit le petit prince. Tu es bien joli...,51,11,D001250,little_prince,little_prince,0.65,keyword_rules,curiosity,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1250,align_348_1250,0.9425,en_ch21_dlg0057,cosine_multilingual_embeddings_v1,2,0.419,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0008,fr,21,CHAPITRE XXI,"Je suis un renard, dit le renard.",33,7,D001251,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2,1251,align_775_1251,0.8816,es_ch21_dlg0006,cosine_multilingual_embeddings_v1,3,0.333,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0009,fr,21,CHAPITRE XXI,"Viens jouer avec moi, lui proposa le petit prince. Je suis tellement triste...",78,13,D001252,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,-1.0,0.65,multilingual_lexicon_character_context_v2,1252,align_352_1252,0.765,en_ch21_dlg0064,cosine_multilingual_embeddings_v1,2,0.5006,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0010,fr,21,CHAPITRE XXI,"Je ne puis pas jouer avec toi, dit le renard. Je ne suis pas apprivoisé.",72,15,D001253,fox,fox,0.65,keyword_rules,love,0.7143,0.0,0.6357,multilingual_lexicon_character_context_v2,1253,align_777_1253,0.8684,es_ch21_dlg0008,cosine_multilingual_embeddings_v1,11,0.3324,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0011,fr,21,CHAPITRE XXI,"Ah ! pardon, fit le petit prince.",33,7,D001254,little_prince,little_prince,0.65,keyword_rules,love,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1254,align_326_1254,0.8064,en_ch21_dlg0030,cosine_multilingual_embeddings_v1,2,0.5629,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0012,fr,21,CHAPITRE XXI,"Qu'est-ce que signifie "" apprivoiser "" ?",40,7,D001255,fox,fox,0.65,keyword_rules,love,0.7,0.0,0.53,multilingual_lexicon_character_context_v2,1255,align_779_1255,0.903,es_ch21_dlg0010,cosine_multilingual_embeddings_v1,6,0.3378,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0013,fr,21,CHAPITRE XXI,"Tu n'es pas d'ici, dit le renard, que cherches-tu ?",51,10,D001256,fox,fox,0.65,keyword_rules,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1256,align_780_1256,0.9587,es_ch21_dlg0011,cosine_multilingual_embeddings_v1,11,0.3251,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0014,fr,21,CHAPITRE XXI,"Je cherche les hommes, dit le petit prince. Qu'est-ce que signifie "" apprivoiser "" ?",84,15,D001257,little_prince,little_prince,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2,1257,align_315_1257,0.6854,en_ch21_dlg0017,cosine_multilingual_embeddings_v1,2,0.3803,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0015,fr,21,CHAPITRE XXI,"Les hommes, dit le renard, ils ont des fusils et ils chassent. C'est bien gênant ! Ils élèvent aussi des poules. C'est leur seul intérêt. Tu cherches des poules ?",162,30,D001258,fox,fox,0.65,keyword_rules,love,0.5,-1.0,0.45,multilingual_lexicon_character_context_v2,1258,align_782_1258,0.9162,es_ch21_dlg0013,cosine_multilingual_embeddings_v1,0,0.2859,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0016,fr,21,CHAPITRE XXI,"Non, dit le petit prince. Je cherche des amis. Qu'est-ce que signifie "" apprivoiser "" ?",87,16,D001259,little_prince,little_prince,0.65,keyword_rules,love,0.4444,0.0,0.5278,multilingual_lexicon_character_context_v2,1259,align_315_1259,0.8525,en_ch21_dlg0017,cosine_multilingual_embeddings_v1,2,0.3327,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0017,fr,21,CHAPITRE XXI,"C'est une chose trop oubliée, dit le renard. Ça signifie "" créer des liens... """,79,15,D001260,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1260,align_784_1260,0.7661,es_ch21_dlg0015,cosine_multilingual_embeddings_v1,11,0.252,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0018,fr,21,CHAPITRE XXI,Créer des liens ?,17,4,D001261,fox,fox,0.7,sandwich_propagation,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1261,align_317_1261,0.7182,en_ch21_dlg0020,cosine_multilingual_embeddings_v1,6,0.0993,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0019,fr,21,CHAPITRE XXI,"Bien sûr, dit le renard. Tu n'es encore pour moi qu'un petit garçon tout semblable à cent mille petits garçons. Et je n'ai pas besoin de toi. Et tu n'as pas besoin de moi non plus. Je ne suis pour toi qu'un renard semblable à cent mille renards. Mais, si tu m'apprivoises, nous aurons besoin l'un de l'autre. Tu seras pour moi unique au monde. Je serai pour toi unique au monde...",380,72,D001262,fox,fox,0.65,keyword_rules,love,0.8571,1.0,0.8928,multilingual_lexicon_character_context_v2,1262,align_318_1262,0.8605,en_ch21_dlg0021,cosine_multilingual_embeddings_v1,3,0.2911,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0020,fr,21,CHAPITRE XXI,"Je commence à comprendre, dit le petit prince. Il y a une fleur... je crois qu'elle m'a apprivoisé...",101,18,D001263,little_prince,little_prince,0.65,keyword_rules,love,0.6,0.0,0.59,multilingual_lexicon_character_context_v2,1263,align_319_1263,0.8637,en_ch21_dlg0022,cosine_multilingual_embeddings_v1,7,0.4469,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0021,fr,21,CHAPITRE XXI,"C'est possible, dit le renard. On voit sur la Terre toutes sortes de choses...",78,14,D001264,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1264,align_787_1264,0.9626,es_ch21_dlg0019,cosine_multilingual_embeddings_v1,5,0.3356,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0022,fr,21,CHAPITRE XXI,"Oh ! ce n'est pas sur la Terre, dit le petit prince.",52,12,D001265,little_prince,little_prince,0.65,keyword_rules,love,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1265,align_350_1265,0.9644,en_ch21_dlg0059,cosine_multilingual_embeddings_v1,2,0.4177,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0023,fr,21,CHAPITRE XXI,Sur une autre planète ?,23,5,D001266,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1266,align_789_1266,0.9816,es_ch21_dlg0021,cosine_multilingual_embeddings_v1,5,0.4033,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0025,fr,21,CHAPITRE XXI,"Il y a des chasseurs, sur cette planète-là ?",44,9,D001267,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1267,align_790_1267,0.956,es_ch21_dlg0023,cosine_multilingual_embeddings_v1,5,0.351,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0027,fr,21,CHAPITRE XXI,"Ça, c'est intéressant ! Et des poules ?",39,8,D001268,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1268,align_791_1268,0.9585,es_ch21_dlg0025,cosine_multilingual_embeddings_v1,0,0.3131,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0029,fr,21,CHAPITRE XXI,"Rien n'est parfait, soupira le renard.",38,6,D001269,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1269,align_792_1269,0.7999,es_ch21_dlg0027,cosine_multilingual_embeddings_v1,11,0.3216,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0030,fr,21,CHAPITRE XXI,"Ma vie est monotone. Je chasse les poules, les hommes me chassent. Toutes les poules se ressemblent, et tous les hommes se ressemblent. Je m'ennuie donc un peu. Mais, si tu m'apprivoises, ma vie sera comme ensoleillée. Je connaîtrai un bruit de pas qui sera différent de tous les autres. Les autres pas me font rentrer sous terre. Le tien m'appellera hors du terrier, comme une musique. Et puis regarde ! Tu vois, là-bas, les champs de blé ? Je ne mange pas de pain. Le blé pour moi est inutile. Les champs de blé ne me rappellent rien. Et ça, c'est triste ! Mais tu as des cheveux couleur d'or. Alors ce sera merveilleux quand tu m'auras apprivoisé ! Le blé, qui est doré, me fera souvenir de toi. Et j'aimerai le bruit du vent dans le blé...",743,139,D001270,fox,fox,0.55,previous_speaker_window,love,0.3846,-1.0,0.7538,multilingual_lexicon_character_context_v2,1270,align_324_1270,0.878,en_ch21_dlg0027,cosine_multilingual_embeddings_v1,3,0.2807,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0031,fr,21,CHAPITRE XXI,S'il te plaît... apprivoise-moi ! dit-il.,41,6,D001271,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2,1271,align_793_1271,0.8715,es_ch21_dlg0028,cosine_multilingual_embeddings_v1,1,0.3584,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0032,fr,21,CHAPITRE XXI,"Je veux bien, répondit le petit prince, mais je n'ai pas beaucoup de temps. J'ai des amis à découvrir et beaucoup de choses à connaître.",136,25,D001272,little_prince,little_prince,0.65,keyword_rules,love,0.75,0.0,0.75,multilingual_lexicon_character_context_v2,1272,align_315_1272,0.7782,en_ch21_dlg0017,cosine_multilingual_embeddings_v1,2,0.3183,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0033,fr,21,CHAPITRE XXI,"On ne connaît que les choses que l'on apprivoise, dit le renard. Les hommes n'ont plus le temps de rien connaître. Ils achètent des choses toutes faites chez les marchands. Mais comme il n'existe point de marchands d'amis, les hommes n'ont plus d'amis. Si tu veux un ami, apprivoise-moi !",288,50,D001273,fox,fox,0.75,keyword_rules,love,0.8889,1.0,0.8056,multilingual_lexicon_character_context_v2,1273,align_795_1273,0.8683,es_ch21_dlg0030,cosine_multilingual_embeddings_v1,11,0.1814,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0034,fr,21,CHAPITRE XXI,Que faut-il faire ? dit le petit prince.,40,8,D001274,little_prince,little_prince,0.65,keyword_rules,curiosity,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1274,align_352_1274,0.9558,en_ch21_dlg0064,cosine_multilingual_embeddings_v1,2,0.5421,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0035,fr,21,CHAPITRE XXI,"Il faut être très patient, répondit le renard. Tu t'assoiras d'abord un peu loin de moi, comme ça, dans l'herbe. Je te regarderai du coin de l'œil et tu ne diras rien. Le langage est source de malentendus. Mais, chaque jour, tu pourras t'asseoir un peu plus près...",265,48,D001275,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.77,multilingual_lexicon_character_context_v2,1275,align_797_1275,0.9646,es_ch21_dlg0032,cosine_multilingual_embeddings_v1,1,0.3124,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0036,fr,21,CHAPITRE XXI,"Il eût mieux valu revenir à la même heure, dit le renard.",57,12,D001276,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1276,align_330_1276,0.8396,en_ch21_dlg0034,cosine_multilingual_embeddings_v1,1,0.2403,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0037,fr,21,CHAPITRE XXI,Qu'est-ce qu'un rite ? dit le petit prince.,43,8,D001277,little_prince,little_prince,0.65,keyword_rules,curiosity,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2,1277,align_352_1277,0.77,en_ch21_dlg0064,cosine_multilingual_embeddings_v1,2,0.446,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0038,fr,21,CHAPITRE XXI,"C'est aussi quelque chose de trop oublié, dit le renard.",56,10,D001278,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1278,align_784_1278,0.8665,es_ch21_dlg0015,cosine_multilingual_embeddings_v1,11,0.2545,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0039,fr,21,CHAPITRE XXI,Ah ! dit le renard... Je pleurerai.,35,7,D001279,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2,1279,align_801_1279,0.8107,es_ch21_dlg0036,cosine_multilingual_embeddings_v1,3,0.3223,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0040,fr,21,CHAPITRE XXI,"C'est ta faute, dit le petit prince, je ne te souhaitais point de mal, mais tu as voulu que je t'apprivoise...",110,21,D001280,little_prince,little_prince,0.65,keyword_rules,love,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,1280,align_352_1280,0.7438,en_ch21_dlg0064,cosine_multilingual_embeddings_v1,2,0.4966,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0041,fr,21,CHAPITRE XXI,"Bien sûr, dit le renard.",24,5,D001281,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1281,align_805_1281,0.8604,es_ch21_dlg0040,cosine_multilingual_embeddings_v1,0,0.3312,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0042,fr,21,CHAPITRE XXI,Mais tu vas pleurer ! dit le petit prince.,42,9,D001282,little_prince,little_prince,0.65,keyword_rules,love,0.5,-1.0,0.45,multilingual_lexicon_character_context_v2,1282,align_337_1282,0.7595,en_ch21_dlg0042,cosine_multilingual_embeddings_v1,2,0.4298,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0044,fr,21,CHAPITRE XXI,Alors tu n'y gagnes rien !,26,6,D001283,little_prince,little_prince,0.55,previous_speaker_window,love,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1283,align_806_1283,0.8159,es_ch21_dlg0041,cosine_multilingual_embeddings_v1,11,0.3712,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0045,fr,21,CHAPITRE XXI,"J'y gagne, dit le renard, à cause de la couleur du blé.",55,12,D001284,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,1284,align_807_1284,0.9055,es_ch21_dlg0042,cosine_multilingual_embeddings_v1,0,0.2387,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0046,fr,21,CHAPITRE XXI,"Va revoir les roses. Tu comprendras que la tienne est unique au monde. Tu reviendras me dire adieu, et je te ferai cadeau d'un secret.",134,25,D001285,fox,fox,0.7,sandwich_propagation,love,0.75,1.0,0.85,multilingual_lexicon_character_context_v2,1285,align_808_1285,0.9682,es_ch21_dlg0043,cosine_multilingual_embeddings_v1,7,0.355,kmeans_multilingual_embeddings_v1
fr_ch21_dlg0047,fr,21,CHAPITRE XXI,"Vous n'êtes pas du tout semblables à ma rose, vous n'êtes rien encore, leur dit-il. Personne ne vous a apprivoisées et vous n'avez apprivoisé personne. Vous êtes comme était mon renard.",185,31,D001286,fox,fox,0.65,keyword_rules,love,0.8333,0.0,0.6833,multilingual_lexicon_character_context_v2,1286,align_341_1286,0.785,en_ch21_dlg0048,cosine_multilingual_embeddings_v1,11,0.2722,kmeans_multilingual_embeddings_v1
